question,answer,review number,name,gender,location,overseas_place,overseas_time,domestic_place,domestic_time,overseas_number,domestic_number,,,
0,39,235,戴阿迪(深圳),MGenderFemale,深圳,"France', 'Morocco'","['2016.11', '2016.11']","香港, 台北, 花莲, 新北, 屏东, 高雄, 澳门, 荔波, 汕头, 贵阳, 镇远, 黄果树瀑布景区, 台中, 垦丁, 西江, 凯里, 基隆","['2014.01', '2014.01', '2014.01', '2015.04', '2014.01', '2014.01', '2014.01', '2014.07', '2015.08', '2014.07', '2014.07', '2014.07', '2014.01', '2014.01', '2015.04', '2014.10', '2014.09']",2,17,,,
0,0,0,张羽佳(深圳),MGenderFemale,深圳,,[],,[],0,0,,,
0,143,55,海纳百川(深圳),MGenderMale,深圳,,[],"深圳, 武汉, 上海, 鞍山, 厦门, 葫芦岛, 杭州, 大连, 惠州, 清远, 乌镇, 沈阳, 肇庆, 鼓浪屿, 济南, 汕头, 潮州, 北京, 千岛湖, 苏州","['2010.03', '2006.08', '2007.03', '1983.04', '2016.05', '2004.09', '2009.05', '2017.04', '2018.10', '2017.10', '2009.10', '2005.11', '2017.05', '2016.06', '2017.08', '2017.10', '2017.10', '2006.11', '2008.08', '2009.05']",0,20,,,
2,19,3,melody(杭州),MGenderFemale,深圳,"France', 'Germany', 'Holland', 'United Kingdom', 'Denmark', 'Belgium'","['2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01']",,[],6,0,,,
1,8,1,o沁(珠海),MGenderMale,深圳,,[],"祁连, 西宁, 青海湖, 敦煌, 甘孜, 格尔木, 嘉峪关","['2015.05', '2015.05', '2015.05', '2015.05', '2018.08', '2015.05', '2015.05']",0,7,,,
1,58,47,九月(深圳),MGenderFemale,深圳,Japan',['2018.10'],"渭南, 哈尔滨, 珠穆朗玛峰, 阳朔, 西宁, 重庆, 桂林, 武当山, 深圳, 鼓浪屿, 成都, 曲阜, 济南, 丰都, 巽寮湾, 乌鲁木齐","['2017.05', '2016.04', '2016.06', '2016.04', '2017.02', '2016.04', '2016.04', '2016.04', '2016.04', '2016.04', '2016.04', '2016.04', '2016.04', '2016.04', '2016.04', '2016.11']",1,16,,,
0,3,2,孙晓禹(深圳),MGenderMale,深圳,,[],"厦门, 韶关, 郴州, 湘西, 深圳, 桂林, 阳朔","['2015.10', '2016.12', '2016.12', '2016.05', '2016.10', '2015.12', '2016.10']",0,7,,,
0,0,0,？(),MGenderFemale,深圳,,[],"香港, 上海, 张家界, 台中, 垦丁, 高雄, 丽江, 北京, 成都, 西安, 澳门, 厦门, 湘西, 重庆, 台北, 九份, 惠州, 镇远, 广州, 河源","['2014.02', '2014.09', '2013.06', '2016.09', '2016.06', '2016.09', '2012.08', '2015.07', '2012.08', '2012.09', '2015.07', '2015.07', '2015.07', '2015.07', '2016.09', '2016.06', '2013.09', '2015.07', '2014.03', '2015.07']",0,20,,,
0,5,88,Caroline(深圳),,深圳,,[],,[],0,0,,,
1,56,89,候人兮漪(沈阳),MGenderMale,沈阳,Indonesia',['2013.10'],"西安, 敦煌, 宏村, 盘锦, 满洲里, 兴城, 营口, 嘉峪关, 扎兰屯, 呼伦贝尔, 兰州, 香港","['2013.10', '2015.11', '2015.08', '2013.10', '2013.10', '2013.10', '2013.10', '2015.11', '2013.10', '2014.05', '2015.12', '2018.02']",1,12,,,
3,35,0,欧美自由行(沈阳),,沈阳,,[],,[],0,0,,,
0,3,16,行走的佳小姐(沈阳),MGenderFemale,沈阳,"Vietnam', 'Cambodia', 'Thailand'","['2016.02', '2016.02', '2016.02']","香港, 厦门, 成都","['2016.02', '2016.02', '2016.02']",3,3,,,
5,514,670,关小美(沈阳),MGenderFemale,沈阳,"Palau', 'Malaysia'","['2017.02', '2017.02']","沈阳, 郑州, 宜兰, 台北, 新北, 上海, 北京, 花莲, 苏州, 厦门, 垦丁, 屏东, 高雄, 南京, 成都, 台中, 拉萨","['2015.12', '2015.12', '2015.10', '2015.10', '2015.10', '2016.01', '2015.11', '2015.10', '2015.12', '2015.11', '2015.10', '2015.10', '2015.10', '2015.12', '2016.01', '2015.10', '2015.11']",2,17,,,
0,45,26,放肆。流浪(西安),MGenderFemale,苏黎世,"Austria', 'Hungary', 'Switzerland'","['2018.08', '2018.08', '2017.11']",大理,['2017.11'],3,1,,,
0,35,50,阿立立(苏州),MGenderMale,苏州,,[],"台北, 垦丁, 花莲, 高雄, 屏东, 台东, 宜昌, 康定, 武汉, 淡水","['2014.07', '2014.07', '2014.07', '2014.07', '2014.07', '2014.07', '2015.05', '2015.05', '2015.05', '2014.07']",0,10,,,
1,1,0,行者(苏州),MGenderMale,苏州,Nepal',['2018.04'],"苏州, 长沙","['2017.05', '2017.05']",1,2,,,
0,20,78,大侠V5(苏州),MGenderMale,苏州,"Antarctic Peninsula', 'Republic of Chile', 'The United Mexican States', 'The United Republic of Tanzania', 'Kenya', 'Finland', 'Italy', 'Vatican City State', 'Turkey', 'The Republic of Armenia', 'Georgia'","['2018.10', '2018.10', '2018.10', '2018.10', '2018.10', '2018.10', '2017.08', '2017.08', '2017.08', '2017.06', '2017.06']",,[],11,0,,,
0,1,0,A(苏州),MGenderFemale,苏州,,[],,[],0,0,,,
1,1,22,福仔悠哉哉(苏州),MGenderFemale,苏州,Japan',['2016.08'],"呼伦贝尔, 北京, 芜湖, 哈尔滨, 临安, 香格里拉","['2015.08', '2015.08', '2015.08', '2015.08', '2015.08', '2015.08']",1,6,,,
13,61,17,辛德瑞拉(苏州),MGenderFemale,苏州,"Philippines', 'Malaysia', 'Thailand', 'Indonesia', 'Singapore', 'Japan'","['2018.09', '2018.03', '2015.10', '2018.03', '2018.03', '2015.04']","苏州, 台北, 上海, 香港, 澳门, 三亚, 北海","['2015.10', '2015.04', '2015.04', '2015.04', '2015.04', '2015.04', '2018.04']",6,7,,,
0,0,1,地球人Echo(他色星球),,他色星球,Malaysia',['2014.05'],,[],1,0,,,
0,0,1,地球人Echo(他色星球),,他色星球,Malaysia',['2014.05'],,[],1,0,,,
0,7,57,暴走的螃蟹(台北),MGenderFemale,台北,,[],"昆明, 青岛, 屏东, 威海, 成都, 高雄, 上海, 泸沽湖, 玉溪, 丽江, 台北, 济南, 建水, 曲靖, 东川, 澄江, 红河, 腾冲, 景洪, 保山","['2000.08', '2016.02', '2017.04', '2013.09', '2015.09', '2017.02', '2008.10', '2016.10', '2009.09', '2009.04', '2017.02', '2013.09', '2015.10', '2011.08', '2014.12', '2009.08', '2015.09', '2016.11', '2011.04', '2016.11']",0,20,,,
0,0,0,二木(太原),MGenderMale,太原,,[],,[],0,0,,,
0,0,5,乌咔咔(太原),MGenderFemale,太原,"Turkey', 'Thailand', 'France', 'Italy', 'Vatican City State', 'Egypt'","['2015.12', '2013.08', '2014.04', '2014.04', '2014.04', '2013.10']","北京, 腾冲, 哈尔滨, 敦煌, 太原","['2010.01', '2010.12', '2010.03', '2010.01', '2010.04']",6,5,,,
2,17,159,季铭乙(河东区),MGenderFemale,天津,"Austria', 'Ukraine', 'United Arab Emirates', 'Germany', 'Japan', 'Italy', 'Korea'","['2018.10', '2018.10', '2018.10', '2018.10', '2018.02', '2018.01', '2015.11']","上海, 台北","['2015.10', '2015.02']",7,2,,,
7,111,39,藿香正气(天津),MGenderMale,天津,"Palau', 'Canada', 'Korea'","['2017.01', '2016.11', '2016.03']","九寨沟, 杭州, 峨眉山, 武汉, 黄果树瀑布景区, 贵阳, 南宁, 乐山","['2013.11', '2013.11', '2013.11', '2012.07', '2013.11', '2013.11', '2013.11', '2013.11']",3,8,,,
2,5,5,Monster_Song(天津),MGenderMale,天津,"The Republic of Serbia', 'Turkey', 'Georgia', 'Azerbaijan'","['2017.03', '2017.03', '2017.03', '2017.03']","天津, 上海, 杭州, 香港, 北京, 贵阳, 华山, 西安, 哈尔滨, 洛阳, 大连, 苏州, 澳门, 沈阳","['2014.12', '2015.11', '2014.12', '2015.01', '2014.12', '2014.12', '2015.02', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12']",4,14,,,
23,15291,2025,涛声依旧(天津),MGenderFemale,天津,Japan',['2015.08'],,[],1,0,,,
0,50,152,shi(天津),MGenderMale,天津,,[],"天津, 黄山, 九寨沟, 青岛, 泰山, 南京, 北京, 布尔津, 杭州, 厦门, 鼓浪屿, 西安, 赤峰, 周庄, 渭南, 重庆, 伊犁, 拉萨, 哈尔滨, 阿勒泰","['2015.08', '2000.04', '2014.11', '2014.06', '2007.05', '2015.03', '2006.02', '2015.10', '2000.04', '2013.06', '2013.06', '2014.11', '2018.07', '2013.01', '2018.04', '2010.08', '2016.06', '2011.10', '2017.12', '2015.10']",0,20,,,
1,47,199,书航(成都),MGenderMale,天津,,[],"天津, 香港, 北京, 长沙, 张家界, 澳门, 上海, 台中, 凤凰古镇, 深圳, 普陀山, 乌镇, 洛阳, 杭州, 青岛, 南京, 少林寺, 西递, 五台山, 黄山","['2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.04', '2014.12', '2018.01', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12', '2014.12']",0,20,,,
0,66,0,潇湘天马(天津),MGenderMale,天津,,[],,[],0,0,,,
11,521,17,乐乐最爱(天津),MGenderMale,天津,,[],"天津, 平遥, 霞浦, 长沙, 韶山, 延安, 张家界, 湘潭, 南靖, 益阳, 娄底, 婺源, 凤凰古镇, 北海, 株洲, 大连, 德宏, 岳阳, 保山, 吉首","['2017.11', '2017.11', '2017.11', '2018.09', '2018.09', '2017.11', '2018.09', '2018.09', '2017.11', '2018.09', '2018.09', '2017.11', '2018.09', '2018.09', '2018.09', '2017.11', '2018.09', '2018.09', '2018.09', '2018.09']",0,20,,,
0,0,0,Nana(万州),MGenderFemale,万州,,[],,[],0,0,,,
0,0,43,crystal(温哥华),MGenderFemale,温哥华,"The Republic of San Marino', 'United Kingdom', 'Italy', 'Vatican City State'","['2018.09', '2018.09', '2018.09', '2018.09']","九寨沟, 青岛, 西安, 深圳, 香港, 垦丁, 台南, 张家界, 黄山, 济南","['2013.10', '2013.10', '2017.12', '2013.10', '2013.10', '2015.02', '2015.02', '2013.10', '2011.01', '2013.10']",4,10,,,
0,19,18,everie(温哥华),MGenderMale,温哥华,"Bolivia', 'Canada', 'The Republic of Peru', 'Iceland'","['2014.09', '2012.04', '2013.10', '2013.10']",乌鲁木齐,['2014.05'],4,1,,,
1,21,25,可乐乐Superchloe(温州),MGenderFemale,温州,"Russia', 'Philippines'","['2018.11', '2018.03']","杭州, 西安, 北京, 成都, 广州, 三亚, 厦门, 台东, 义乌, 宁波, 诸暨, 兴义, 无锡, 南投, 湖州","['2016.08', '2016.08', '2016.08', '2016.08', '2016.08', '2016.08', '2016.08', '2016.08', '2016.08', '2016.08', '2016.08', '2017.08', '2016.08', '2016.08', '2016.08']",2,15,,,
0,0,0,ぎ婷(温州),MGenderFemale,温州,,[],,[],0,0,,,
2,315,148,Susie(温州),MGenderFemale,温州,Japan',['2016.12'],"垦丁, 长白山, 台北, 衢州, 花莲, 三亚, 南投, 拉萨, 平潭, 台中, 屏东, 台东","['2015.07', '2015.02', '2015.07', '2015.12', '2015.08', '2014.10', '2015.07', '2016.12', '2016.09', '2015.07', '2015.08', '2015.08']",1,12,,,
0,0,0,┽◇╊搪专温州),MGenderFemale,温州,,[],,[],0,0,,,
0,35,66,crystal878(浙江温州),MGenderFemale,温州,,[],"拉萨, 日喀则, 阿里, 昌都, 那曲, 波密, 梅里雪山, 丽江, 大理, 成都, 三亚, 甘孜, 芒康, 稻城, 山南","['2013.10', '2014.05', '2015.04', '2015.08', '2015.09', '2015.08', '2015.08', '2013.10', '2013.10', '2013.10', '2013.10', '2014.03', '2015.08', '2014.05', '2015.04']",0,15,,,
2,432,302,行者Jack(乌鲁木齐),MGenderMale,乌鲁木齐,,[],"乌鲁木齐, 北京, 伊犁, f直, 阿勒泰, 吐鲁番, 婺源, 喀什, 拉萨, 昌吉, 阿里, 巴音郭楞, 苏州, 嘉兴, 甘孜, 林芝, 大理, 武汉, 恩施, 迪庆","['2018.01', '2017.12', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01', '2018.01']",0,20,,,
0,1,6,天山河马(乌鲁木齐),MGenderMale,乌鲁木齐,,[],"乌鲁木齐, 长沙, 荆州, 三亚, 北京, 荆门, 黄石","['2018.07', '2018.07', '2018.07', '2018.07', '2018.07', '2018.07', '2018.07']",0,7,,,
0,59,50,蓝木(江苏无锡),MGenderMale,无锡,,[],"杭州, 无锡, 苏州, 北京, 无锡灵山, 西塘, 厦门, 长沙, 青岛, 大理, 宁波, 上海, 三亚, 鼓浪屿, 桐庐, 若尔盖, 兰州, 南京, 甘南, 元阳","['2012.04', '2011.07', '2011.06', '2011.11', '2013.05', '2011.06', '2011.07', '2012.06', '2013.06', '2014.04', '2011.07', '2011.12', '2015.01', '2011.07', '2011.06', '2013.06', '2013.06', '2013.11', '2012.08', '2014.05']",0,20,,,
4,12,172,1212coco(武汉),MGenderFemale,武汉,"Japan', 'Thailand', 'Vietnam', 'Korea'","['2018.03', '2016.07', '2015.12', '2015.12']","武汉, 北京, 张家界, 香港, 上海, 庐山, 台北, 垦丁, 凤凰古镇, 宜昌, 阳朔, 大理, 敦煌, 阆中, 黄山, 高雄","['2014.07', '2015.11', '2009.10', '2012.02', '2013.10', '2004.07', '2014.02', '2014.02', '2009.10', '2014.08', '2008.07', '2011.07', '2013.06', '1998.07', '2004.09', '2014.02']",4,16,,,
0,8,18,百川.R Oliver(北京),MGenderFemale,武汉,Vietnam',['2014.05'],南宁,['2014.05'],1,1,,,
0,0,0,生活在她处(武汉),MGenderMale,武汉,,[],,[],0,0,,,
0,0,70,Natalie(武汉),MGenderFemale,武汉,"Indonesia', 'Singapore', 'Korea'","['2018.09', '2018.08', '2017.10']","花莲, 台北, 凤凰古镇, 鼓浪屿, 上海, 三亚, 厦门, 襄阳, 香港, 北京, 台东, 重庆, 成都, 垦丁, 阳朔, 高雄","['2015.10', '2015.10', '2009.09', '2011.11', '2010.11', '2010.03', '2011.11', '2013.11', '2012.05', '2010.04', '2015.10', '2015.09', '2015.09', '2015.10', '2005.11', '2015.10']",3,16,,,
0,0,0,马蜂窝用户(武汉),MGenderMale,武汉,,[],,[],0,0,,,
4,309,17,妙如marina(陕西西安),MGenderFemale,西安,,[],"拉萨, 厦门, 襄阳, 广州, 五台山, 上海, 成都, 商洛, 少林寺, 郑州, 西宁","['2013.12', '2015.09', '2015.01', '2014.08', '2011.11', '2013.12', '2015.01', '2014.09', '2015.01', '2015.01', '2012.08']",0,11,,,
8,30,55,流云(陕西西安),MGenderFemale,西安,,[],"西安, 洛阳, 平遥, 深圳, 济南, 苏州, 咸阳, 上海, 北京, 三门峡, 晋中, 香港, 汉中","['2014.10', '2014.10', '2014.12', '2014.11', '2014.10', '2014.10', '2014.10', '2014.11', '2015.08', '2014.10', '2015.09', '2014.11', '2014.10']",0,13,,,
1,131,94,hail(西安),MGenderFemale,西安,,[],"南投, 台北, 花莲, 香港, 垦丁, 阿里山, 屏东, 宜兰, 台中, 九份, 新北","['2013.08', '2013.05', '2013.07', '2013.08', '2013.07', '2013.11', '2015.04', '2013.07', '2013.08', '2013.11', '2015.04']",0,11,,,
0,4,8,g大调的蜗牛(西安),MGenderFemale,西安,"Indonesia', 'Thailand'","['2018.04', '2013.07']","武汉, 鼓浪屿","['2013.12', '2013.12']",2,2,,,
0,2,44,烟雨如歌(西安),MGenderMale,西安,,[],"西安, 咸阳, 无锡, 宝鸡, 重庆, 平顶山","['2011.06', '2014.05', '2015.07', '2014.05', '2014.08', '2012.02']",0,6,,,
0,0,1,山海云shania(西安),MGenderFemale,西安,,[],丽江,['2018.02'],0,1,,,
0,0,0,晗叔叔(西安),MGenderMale,西安,,[],,[],0,0,,,
0,13,69,Lily_Lucy(桂林),MGenderMale,西安,"South Africa', 'Mozambique'","['2018.01', '2018.01']","北京, 大理, 西塘, 乌镇, 西安, 丽江, 昌都, 拉萨, 林芝, 格尔木, 梅里雪山, 兰州, 上海, 青海湖, 波密, 日喀则, 厦门, 稻城","['2013.11', '2014.04', '2014.03', '2014.03', '2013.11', '2014.04', '2014.04', '2013.11', '2014.04', '2013.11', '2014.04', '2013.11', '2013.11', '2013.11', '2014.04', '2014.04', '2013.11', '2014.11']",2,18,,,
0,0,0,蚂蜂窝用户(),MGenderMale,西安,,[],"敦煌, 北京, 重庆, 碌曲, 黄山, 甘南, 夏河, 玛曲","['2014.09', '2014.09', '2014.09', '2015.04', '2014.09', '2014.09', '2015.04', '2015.04']",0,8,,,
0,16,0,琴酒丶(西安),MGenderMale,西安,,[],,[],0,0,,,
0,0,0,欣同学(西安),,西安,,[],西安,['2018.07'],0,1,,,
0,0,0,？？？(西安),MGenderMale,西安,,[],,[],0,0,,,
0,6,3,fanny灬  (西安),MGenderFemale,西安,,[],"西安, 九江, 大连, 威海, 上饶, 烟台, 咸阳, 成都, 汉中, 景德镇, 青岛, 日照","['1995.09', '2018.04', '2018.09', '2018.09', '2018.04', '2018.09', '2010.11', '2016.04', '2018.03', '2018.04', '2018.09', '2015.06']",0,12,,,
3,664,71,骆小洛的世界(西安),MGenderMale,西安,,[],"汉中, 乌鲁木齐, 成都, 北京, 上海, 伊犁, 西安, 重庆, 苏州, 哈密, 库尔勒, 克拉玛依, 巴音郭楞, 巴里坤, 博尔塔拉, 榆林, 昭苏, 喀纳斯, 阿勒泰, 塔城","['2016.04', '2014.05', '2014.05', '2014.05', '2014.05', '2015.09', '2014.05', '2014.05', '2014.05', '2014.05', '2014.05', '2015.09', '2015.04', '2015.04', '2015.09', '2016.06', '2016.08', '2015.11', '2015.11', '2015.09']",0,20,,,
0,6,0,小鹿の森林(西安),MGenderFemale,西安,,[],,[],0,0,,,
0,34,70,粉墨是梦(西安),MGenderMale,西安,,[],"克什克腾旗, 林芝, 年保玉则, 甘孜, 拉萨, 海西, 乌镇, 大同, 色达, 西塘, 珠穆朗玛峰, 西宁, 张掖, 祁连, 丽江, 青海湖, 凉山, 木兰围场, 日喀则, 格尔木","['2013.10', '2014.07', '2013.06', '2014.07', '2014.07', '2015.10', '2012.06', '2014.07', '2014.07', '2012.06', '2014.06', '2014.05', '2013.11', '2013.11', '2014.03', '2013.11', '2014.03', '2015.04', '2014.07', '2015.10']",0,20,,,
4,20,115,凹凸曼(西安),,西安,,[],,[],0,0,,,
0,8,16,Xin Z.(辇南人在香港),MGenderMale,香港,,[],"淡水, 三亚","['2014.02', '2014.05']",0,2,,,
1,36,0,Mia娃哈哈(香港),MGenderFemale,香港,,[],,[],0,0,,,
0,424,20,疯叔不太冷(哈尔滨),MGenderFemale,香港,,[],"台北, 花莲, 高雄, 南投, 垦丁, 敦煌, 西宁, 新北, 九份, 淡水, 屏东, 青海湖, 丽江, 腾冲, 台东, 祁连, 张掖, 香格里拉, 龙岩","['2013.03', '2014.05', '2013.04', '2013.04', '2014.05', '2014.08', '2014.08', '2015.04', '2013.04', '2013.04', '2015.04', '2014.08', '2015.12', '2015.12', '2014.05', '2014.08', '2014.08', '2015.12', '2015.04']",0,19,,,
0,0,0,奚文广(阿克苏),MGenderFemale,香港,Turkey',['2018.07'],"厦门, 澳门, 北京, 鼓浪屿, 上海, 乌镇, 香港, 南京, 兰州, 嵊泗, 杭州, 丽江","['2014.07', '2014.12', '2009.07', '2014.07', '2010.07', '2010.07', '2009.07', '2010.07', '2014.08', '2017.09', '2010.07', '2007.07']",1,12,,,
0,13,11,方方土乌托邦(香港),MGenderFemale,香港,,[],,[],0,0,,,
0,26,29,西西里大白猫(香港),MGenderFemale,香港,"Thailand', 'Indonesia'","['2016.04', '2017.10']","厦门, 新北, 香港, 北京, 台北, 垦丁, 上海, 合肥, 福州, 海口, 漳州","['2009.09', '2017.05', '2016.06', '2016.05', '2017.05', '2017.05', '2010.08', '2013.04', '2011.04', '2013.04', '2009.09']",2,11,,,
0,3,3,北小北(香港),,香港,,[],"太原, 武汉, 大同, 青岛, 杭州, 上海, 嘉兴, 银川, 深圳, 包头, 香港, 晋中, 乌兰察布, 商洛, 菏泽, 鄂尔多斯, 忻州, 巴彦淖尔, 北京, 惠州","['2017.05', '2015.09', '2017.10', '2014.09', '2016.04', '2016.04', '2016.04', '2017.12', '2017.10', '2017.06', '2017.11', '2012.12', '2016.07', '2012.07', '2017.04', '2017.06', '2017.12', '2017.12', '2017.10', '2017.11']",0,20,,,
0,18,16,土司菠萝包包包(香港),,香港,,[],,[],0,0,,,
0,3,0,咩咩(湘潭),MGenderFemale,湘潭,,[],,[],0,0,,,
5,100,0,『小猪不好惹』(烟台),MGenderFemale,烟台,,[],,[],0,0,,,
0,1,0,28岁前的圆梦(杨浦),MGenderMale,杨浦,,[],,[],0,0,,,
0,0,0,兰天白云(银川),,银川,,[],,[],0,0,,,
0,0,1,人生如梦(永州),MGenderMale,永州,,[],丽江,['2017.06'],0,1,,,
0,0,0,丫头宝贝(运城),MGenderFemale,运城,,[],,[],0,0,,,
21,88,1,慢热丶先生 °(桂林),MGenderMale,湛江,,[],,[],0,0,,,
0,44,0,老顽童(长白山),,长白山,,[],,[],0,0,,,
0,13,0,佟卓羲(长春),MGenderMale,长春,,[],,[],0,0,,,
0,0,15,六小雪CherylL(纽约),MGenderFemale,纽约,,[],杭州,['2018.08'],0,1,,,
0,2,3,小漾儿(长沙),MGenderFemale,长沙,,[],"铜仁, 梵净山, 广州","['2014.08', '2015.04', '2017.08']",0,3,,,
0,2,5,嗨哥(长沙),MGenderMale,长沙,Thailand',['2014.05'],,[],1,0,,,
0,0,0,难得想(长沙),MGenderFemale,长沙,,[],,[],0,0,,,
0,25,192,心情如海(郑州),MGenderMale,郑州,,[],"鼓浪屿, 庐山, 杭州, 昆明, 阆中, 海南藏族自治州, 太白山, 威海, 五台山, 漠河, 九寨沟, 祁连, 呼伦贝尔, 沈阳, 营口, 青海湖, 贵德, 平遥, 千岛湖, 香港","['2011.04', '2016.12', '2015.08', '2015.12', '2014.04', '2016.02', '2010.09', '2010.09', '2015.08', '2010.09', '2010.09', '2015.12', '2015.12', '2015.12', '2015.12', '2015.12', '2015.12', '2015.12', '2015.12', '2015.12']",0,20,,,
0,0,0,山河阳光(郑州),MGenderMale,郑州,"Italy', 'Japan', 'Switzerland', 'Korea', 'Sri Lanka', 'Cambodia', 'France', 'Germany'","['2018.05', '2018.05', '2018.05', '2018.05', '2018.05', '2018.05', '2018.05', '2018.05']",,[],8,0,,,
4,0,0,尼采(郑州),,郑州,,[],,[],0,0,,,
0,0,1,余生余斯(中国),MGenderMale,中国,,[],,[],0,0,,,
0,3,1,十佳光棍(重庆),MGenderMale,重庆,,[],台北,['2014.05'],0,1,,,
0,0,9,vivi(重庆),MGenderFemale,重庆,"Greece', 'Switzerland'","['2015.07', '2014.05']",,[],2,0,,,
1,60,107,leekw050(重庆),MGenderMale,重庆,,[],"重庆, 九寨沟, 海螺沟, 三亚, 遵义, 洛阳, 鹤壁, 高雄, 辉县, 晋城, 安阳, 泸州, 新乡, 武隆, 宜昌, 北海, 那曲, 花莲, 郑州, 北京","['2013.11', '2014.09', '2011.09', '2017.04', '2013.10', '2013.05', '2012.03', '2017.04', '2015.04', '2013.11', '2012.03', '2016.12', '2012.04', '2013.11', '2016.07', '2018.11', '2016.12', '2017.04', '2018.11', '2018.11']",0,20,,,
0,134,95,粉色棒棒糖(重庆),MGenderFemale,重庆,"Italy', 'Vatican City State', 'France', 'Thailand', 'Czech', 'Austria', 'Japan', 'Indonesia', 'Greece', 'Hungary', 'Maldives'","['2018.10', '2018.10', '2017.11', '2012.09', '2016.11', '2016.11', '2016.03', '2014.10', '2013.09', '2013.06', '2011.06']",重庆,['2015.04'],11,1,,,
0,104,109,萌小兔和熊先森(香港),MGenderFemale,重庆,"Malaysia', 'Australia', 'Palau', 'Morocco', 'Egypt', 'Philippines'","['2013.11', '2017.01', '2017.01', '2016.12', '2016.12', '2016.12']","香港, 青岛, 北京, 台北","['2013.11', '2012.10', '2013.06', '2014.02']",6,4,,,
3,160,440,爱菁菁的卷卷(重庆),MGenderFemale,重庆,Czech',['2018.08'],"重庆, 北京, 广州, 涠洲岛, 泸沽湖, 阳朔, 厦门, 束河, 桂林, 丽江, 龙脊梯田, 喀纳斯, 大理, 成都, 双廊, 罗平, 九寨沟, 敦煌, 峨眉山","['2015.03', '2017.04', '2015.03', '2015.04', '2015.03', '2015.01', '2014.08', '2015.03', '2015.01', '2015.03', '2015.03', '2015.03', '2015.03', '2015.03', '2015.03', '2015.03', '2015.03', '2015.03', '2015.03']",1,19,,,
1,312,852,JOJO带你游世界(重庆),MGenderMale,重庆,"Republic of Chile', 'Slovakia', 'Norway', 'Latvia', 'Lithuania', 'The Republic of Kazakhstan', 'The Republic of Estonia', 'Belarus', 'Romania', 'The Republic of Serbia', 'Bolivia', 'Paraguay', 'Germany', 'The Grand Duchy of Luxembourg', 'Holland', 'Belgium', 'Poland', 'The Kingdom of Sweden', 'Finland', 'South Africa', 'Mozambique', 'The State of Qatar', 'Montenegro', 'Federal Republic of Nigeria', 'The Republic of Congo', 'Uganda', 'The Republic of Angola', 'Zimbabwe', 'Lesotho', 'Namibia'","['2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2017.09', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11', '2018.11']",,[],30,0,,,
0,7,57,Sea Wolf(重庆),MGenderMale,重庆,"United States of America', 'Philippines', 'Cambodia', 'Republic of Chile'","['2013.07', '2014.05', '2012.10', '2013.08']",,[],4,0,,,
0,0,2,馍馍(),,,"United Kingdom', 'Brazil'","['2015.07', '2014.10']",,[],2,0,,,
3,44,162,盅(),MGenderMale,,Japan',['2018.05'],"澳门, 台北, 阿里, 台南, 海口, 淡水, 合肥, 垦丁, 桃园, 安庆, 阿勒泰, 忻州, 昌江, 南投, 日喀则, 拉萨, 克孜勒苏柯尔克孜自治州","['2014.01', '2014.02', '2012.09', '2014.02', '2014.09', '2014.02', '2014.01', '2014.02', '2014.05', '2015.04', '2015.04', '2014.05', '2009.01', '2014.02', '2014.05', '2014.05', '2014.01']",1,17,,,
0,3,25,yezi(),MGenderMale,,Japan',['2018.07'],"威海, 西宁, 蓟县","['2014.01', '2017.08', '2014.01']",1,3,,,
200,310,24,,,,,,,,,,,,
0,0,4,左树(),MGenderMale,,,[],赤峰,['2015.04'],0,1,,,
1,0,11,xixi(),MGenderFemale,,"Maldives', 'Thailand'","['2014.05', '2014.05']",,[],2,0,,,
1,0,11,xixi(),,,,[],,[],0,0,,,
0,62,58,,,,,,,,,,,,
0,7,31,小攸(),MGenderFemale,,"Indonesia', 'Thailand'","['2012.08', '2013.07']",青岛,['2014.07'],2,1,,,
2,620,247,随心而动(),,,"Vietnam', 'Indonesia'","['2018.02', '2017.12']","昆明, 大理, 玉溪, 丽江, 成都, 西双版纳, 九寨沟, 甘孜, 红河, 林芝, 保山, 拉萨, 昌都, 腾冲, 楚雄, 广州, 桂林, 德宏","['2012.03', '2013.11', '2011.05', '2013.11', '2011.07', '2013.06', '2013.11', '2015.02', '2013.11', '2017.03', '2014.10', '2017.03', '2017.03', '2012.02', '2011.07', '2013.11', '2014.10', '2013.11']",2,18,,,
0,0,0,有烟吗(),MGenderMale,,,[],,[],0,0,,,
